2946f921c1e5e02b573857ab18e767a3   0.000834  -0.001081   0.039040  -0.263161 
38fe69ebcc0847135a6d8d676e6f7850  -0.000318   0.000032   0.156755  -0.363515 
3dae83831c0310202c2e7ca7b592c1e3  -0.000894  -0.001354   0.290491  -0.362404 
5a566d4c9de1e10ed3ae3618456bc071   0.000324  -0.001380   0.356556  -0.381359 
62c7df2c4515409bddb021b7bd0bd4b9  -0.000082   0.000320   0.087806  -0.349796 
69dfd93d44de3a79297788beedb712de  -0.000395   0.000362   0.222767  -0.359077 
80548cf017004f2fc93c16f664d3955f   0.000389  -0.000552   0.059307  -0.384101 
ca91bdcc009a25be8428dfff787c6038   0.000366  -0.001348   0.110535  -0.369586 
dcdf66972bca1880cc7be6bb08770a3c  -0.000021   0.001117   0.458779  -0.406951 
f18386af50205a4cc6861e549db0ebd7  -0.000401  -0.000488   0.205523  -0.369536 
f24af911ceedfb4070011a2c2eaac1cc  -0.000260   0.000610   0.023331  -0.175969 
2946f921c1e5e02b573857ab18e767a3   0.000834  -0.001081   0.039040  -0.263161 
38fe69ebcc0847135a6d8d676e6f7850  -0.000318   0.000032   0.156755  -0.363515 
3dae83831c0310202c2e7ca7b592c1e3  -0.000894  -0.001354   0.290491  -0.362404 
5a566d4c9de1e10ed3ae3618456bc071   0.000324  -0.001380   0.356556  -0.381359 
62c7df2c4515409bddb021b7bd0bd4b9  -0.000082   0.000320   0.087806  -0.349796 
69dfd93d44de3a79297788beedb712de  -0.000395   0.000362   0.222767  -0.359077 
80548cf017004f2fc93c16f664d3955f   0.000389  -0.000552   0.059307  -0.384101 
ca91bdcc009a25be8428dfff787c6038   0.000366  -0.001348   0.110535  -0.369586 
dcdf66972bca1880cc7be6bb08770a3c  -0.000021   0.001117   0.458779  -0.406951 
f18386af50205a4cc6861e549db0ebd7  -0.000401  -0.000488   0.205523  -0.369536 
f24af911ceedfb4070011a2c2eaac1cc  -0.000260   0.000610   0.023331  -0.175969 
