0aa7ece214139db8501bb5b4ac3fbdc1   0.000114   0.000177   0.072910  -0.387386 
155e9e3bf635544e8ff7240c760bee7b   0.000288  -0.000460   0.068568  -0.353224 
48d0a742c060c9b28e30e8b2490c80bc   0.000180  -0.000416   0.083447  -0.388967 
50b6e43e760b5946773274462ac6901b  -0.000565   0.000184   0.466985  -0.433439 
5ac8543758342346a52402e578bfaf41  -0.000010   0.001139   0.053165  -0.292980 
656ac3f84a53672294b835362a2c563f   0.000091  -0.000230   0.211037  -0.409133 
6c3eab3dea7b0313037973c260a421a1  -0.000434   0.000595   0.455138  -0.424151 
9cd14eb3963525cea5f0ea8e5ad33614   0.000088  -0.000288   0.114969  -0.394712 
d55cb1546d02979fa61786c347dd440d  -0.000263  -0.000213   0.164311  -0.397111 
db435326759f638689196d97f4f8fd45   0.000115  -0.000066   0.194594  -0.411481 
edc6f35457554fd45382f6becdf41d97   0.000059  -0.000049   0.349067  -0.425857 
f509f3b902a7ada8064a9247404d7019   0.000424   0.000455   0.123385  -0.393567 
fa20f7895bd20257d9a2531abe98bf8e  -0.000553  -0.000387   0.197978  -0.390177 
