12af2e9cc030eb75966cac6c0d341512   0.001057   0.000592   0.216543  -0.325574 
18af3c9a4c08b992e4a4f879741f592a  -0.000414   0.000268   0.155376  -0.331715 
402ce92e2ebfed1aa1e603abeaf0388d   0.000097  -0.000500   0.101268  -0.364012 
44b967a39c4386471bfbda8d7a2af411   0.000445  -0.000195   0.360783  -0.306256 
4e1453fb7ec770be08ba0405f1233463  -0.000474   0.000288   0.144353  -0.349849 
542c97bebcfcb74ec228755f1a5def0d  -0.003565   0.001595   0.272836  -0.246700 
5524762f75cdcd64204989ad71d0202a  -0.000490  -0.000274   0.223984  -0.306396 
5dadd2ab147dde7ddb78d7f71dd57a4c  -0.000082  -0.002459   0.282816  -0.274051 
757e731c97e81e0b5327977d800e5cad  -0.000362   0.001468   0.016487  -0.264707 
771f2e79bbd241dfeed9dc3d3acf5d2a   0.000035  -0.001814   0.336689  -0.352480 
8f944b27fc07a968d599c68c2107812c   0.001320  -0.001272   0.088397  -0.359301 
b27803a826a0ad972a9d6f5d9e58c2e4  -0.000604   0.000656   0.032897  -0.408752 
e104ea7ab23a3075f6b935e5a63717dc  -0.000436   0.000133   0.156892  -0.294020 
